State/Local,Condition,BR Key,Bridge Id,County,Municipality,Location/Structure Name,Feature Carried,Feature Intersected,Owner,Length (ft),Deck Area (sq ft),Number of Spans,Material,Structure Type,Year Built,Posting Status,Weight Limit Single,Weight Limit Combination,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Planning Partner,Average Daily Traffic
S,Good,1412,02101301300132,ALLEGHENY,Indiana Township,100'N.OF DORSEYVILLE RD.,SAXONBURG BL,BLUE RUN,STATE HIGHWAY AGENCY,12,432,1,Concrete (cast in place),Box culvert,1981,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,4497
S,Good,1432,02101600100000,ALLEGHENY,Indiana Township,300'S.W.OF TWP.RD.650,COVE RUN RD,DEER CREEK,STATE HIGHWAY AGENCY,154,5159,2,Steel,I beams,1962,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,1262
S,Good,1436,02101900600149,ALLEGHENY,Frazer Township,50' NORTH OF SR 1014,BUTLER LOGAN RD,OVER 28 NB SB,STATE HIGHWAY AGENCY,415,16600,4,Steel,I-welded beams,1974,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,1875
S,Good,1437,02101902000000,ALLEGHENY,Frazer Township,NEAR BAILEY RUN RD.,DAYS RUN RD,DAYS RUN,STATE HIGHWAY AGENCY,18,657,1,Concrete (cast in place),Slab (solid),1963,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,506
S,Good,1445,02102400102346,ALLEGHENY,West Deer Township,2300' NORTHEAST / SR 0910,MOUNTAIN VIEW ROAD,BRANCH DEER CREEK,STATE HIGHWAY AGENCY,20,540,1,Concrete (cast in place),Slab (solid),1936,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,815
S,Good,1447,02102700300723,ALLEGHENY,Harrison Township,3/4 MI SE OF SR 1032,PLEASANTVILLE ROAD,LITTLE BULL CREEK,STATE HIGHWAY AGENCY,47,1551,1,Steel,I beams,1984,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,1118
S,Good,1454,02102801800430,ALLEGHENY,Fawn Township,200' NORTHWEST OF SR 1034,BAKERSTOWN RD,BULL CREEK,STATE HIGHWAY AGENCY,49,1715,1,Prestressed precast concrete (P/S),Box beam - (spread),1934,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,3497
S,Good,1528,02202300100381,ALLEGHENY,Lincoln Borough,406'N.W.INTER.W/SR 2010,HARRISON HOLLOW RD,BR.WYLIE RUN,STATE HIGHWAY AGENCY,13,429,1,Concrete (cast in place),Slab (solid),1962,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,358
S,Good,1558,02204500100276,ALLEGHENY,Dravosburg Borough,DRAVOSBURG O/MAPLE AVE,MCKEESPORT BL,MAPLE AVENUE,STATE HIGHWAY AGENCY,72,7329.6,1,Concrete (cast in place),Rigid frame,1951,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,17583
S,Good,1569,02204600900869,ALLEGHENY,Baldwin Borough,250'SO CITY OF PGH BORDER,STREETS RUN RD,BRANCH OF STREETS RUN,STATE HIGHWAY AGENCY,15,525,1,Concrete (precast),Box culvert,1987,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,9788
S,Good,1585,02205400500803,ALLEGHENY,Monroeville Borough,500' SW OF INTER./SR 0022,NORTHERN PIKE,THOMPSON RUN,STATE HIGHWAY AGENCY,29,1218,1,Concrete (cast in place),Slab (solid),1961,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,12492
S,Good,1627,02207501902329,ALLEGHENY,Plum Borough,@ WESTMORELAND CO.LINE,LOGANS FERRY RD.,PUCKETA CREEK,STATE HIGHWAY AGENCY,75,3007.5,1,Steel,I beams,1949,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,12873
S,Good,1656,02210500100000,ALLEGHENY,Lincoln Borough,1700 FT EAST OF SR 2001,ROSS ST,WYLIE RUN,STATE HIGHWAY AGENCY,24,384,1,Concrete (cast in place),Box culvert,1989,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,4
S,Good,1699,02300500201873,ALLEGHENY,South Fayette Township,0.5 MI.N.OF INTER W/3006,MAYVIEW RD,BRANCH CHARTIERS CREEK,STATE HIGHWAY AGENCY,14,504,1,Concrete (cast in place),Box culvert,1978,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,5961
S,Good,1707,02301000402609,ALLEGHENY,Bethel Park Borough,140'N.W.OF INTER.W/SR 88,LOGAN RD,BR.PINEY FORK CREEK,STATE HIGHWAY AGENCY,18,486,1,Concrete (cast in place),Box culvert,1967,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,8836
S,Good,1723,02301700303059,ALLEGHENY,Jefferson Hills Borough,.5 MI.NORTHWEST SR 2028,GILL HALL RD,PETERS CREEK,STATE HIGHWAY AGENCY,58,1542.8,1,Steel,I beams,1956,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,3742
S,Good,1732,02302100300000,ALLEGHENY,Jefferson Hills Borough,1/4 MI. S.E. OF SR 3018,WALTON ROAD,LOBBS RUN,STATE HIGHWAY AGENCY,34,884,1,Concrete (cast in place),Slab (solid),1938,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,567
S,Good,1739,02302600601332,ALLEGHENY,South Fayette Township,400' NORTHWEST OF SR 0050,MILLER'S RUN RD,MILLER'S RUN,STATE HIGHWAY AGENCY,74,3300.4,1,Prestressed precast concrete (P/S),Box beam - adj,2000,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,5384
S,Good,1746,02302800203633,ALLEGHENY,South Fayette Township,INTERSECTI THOMS RUN RD,PRESTO SYGAN RD,THOMS RUN,STATE HIGHWAY AGENCY,32,1257.6,1,Prestressed precast concrete (P/S),Box beam - (spread),1935,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,5723
S,Good,1749,02303100300551,ALLEGHENY,Collier Township,@ INTER.W/THOMS RUN RD.,PRESLEY RD,CHARTIERS CREEK,STATE HIGHWAY AGENCY,156,6692.4,2,Steel,I beams,1956,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,7824
S,Good,1763,02303800101407,ALLEGHENY,Mount Lebanon Township,100'N.W.OLD GILKESON RD.,GILKESON RD,PAINTERS RUN,STATE HIGHWAY AGENCY,21,1092,1,Concrete (cast in place),Box culvert,1963,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,23354
S,Good,1765,02303900300682,ALLEGHENY,Collier Township,0.2 MI SW OF SR 3048,NIKE SITE ROAD,OLD NOBLE & ROBINSON RUN,STATE HIGHWAY AGENCY,375,18000,4,Steel,I-welded beams,1969,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,1786
S,Good,1769,02304500100000,ALLEGHENY,Collier Township,1888' NORTH OF SR 3048,PINKERTON RD,PINKERTON RUN,STATE HIGHWAY AGENCY,15,735,1,Concrete (cast in place),Box culvert,1987,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,319
S,Good,1772,02304800420000,ALLEGHENY,North Fayette Township,200'W.OF SR 3059,NOBLESTOWN RD,BRANCH ROBINSON RUN,STATE HIGHWAY AGENCY,19,562.4,1,Concrete (precast),Slab (solid),1936,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,3098
S,Good,1791,02305200602289,ALLEGHENY,Collier Township,2 1/2 MI. S.OF RSLYN FRMS,HILL TOP RD,SR 0079 NB-SB,STATE HIGHWAY AGENCY,295,11505,4,Prestressed precast concrete (P/S),Box beam - (spread),1967,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,4146
S,Good,1796,02305400800760,ALLEGHENY,Collier Township,1/4 MI. N. CARN. I-79 INT,EWING ROAD,SR 0079 NB-SB,STATE HIGHWAY AGENCY,383,15090.2,4,Prestressed precast concrete (P/S),I beams,1972,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2428
S,Good,1802,02306600800000,ALLEGHENY,North Fayette Township,STUEBENVILLE PIKE O/TR 22,STUBENVILLE PIKE,RT 22,STATE HIGHWAY AGENCY,144,6624,2,Steel,I beams,1964,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,5605
S,Good,1828,02307001060000,ALLEGHENY,Findlay Township,MCCLAREN RD EXIT,MCCLAREN RD,SR 0376 EB WB,STATE HIGHWAY AGENCY,327,21418.5,2,Steel,I-welded beams,1991,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,976
S,Good,1829,02307001120725,ALLEGHENY,Findlay Township,1/4 MI.NE PANG/@ SABRE RD,MCCLAREN RD,MCCLARENS RUN,STATE HIGHWAY AGENCY,16,704,1,Concrete (cast in place),Box culvert,1991,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,976
S,Good,1843,02307701902185,ALLEGHENY,Moon Township,1.8 MI NW OF SR 3109,BRODHEAD ROAD,BOGGS RUN,STATE HIGHWAY AGENCY,29,1081.7,1,Concrete (cast in place),Slab (solid),1920,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,6100
S,Good,1848,02308800500000,ALLEGHENY,Findlay Township,OVER SR 3160,HOOKSTOWN GRADE RD,BUSINESS 376,STATE HIGHWAY AGENCY,274,13152,4,Prestressed precast concrete (P/S),I beams,1970,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,592
S,Good,1850,02308900821452,ALLEGHENY,Findlay Township,MOON CLINTON RD OVER 0060,MOON CLINTON RD,SR 0376 EB WB,STATE HIGHWAY AGENCY,270,16632,2,Steel,I-welded beams,1992,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,5180
S,Good,1878,02310500300000,ALLEGHENY,Findlay Township,@ INTER. WITH SR 3070,SANTIAGO RD,SOUTH FORK MONTOUR RUN,STATE HIGHWAY AGENCY,24,854.4,1,Concrete (cast in place),Box culvert,1991,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,1052
S,Good,1890,02312100100096,ALLEGHENY,North Fayette Township,RT.22 & 980 INTER.,STEUBENVILLE PK,ABANDONED MOUNTOUR RR,STATE HIGHWAY AGENCY,163,5427.9,3,Steel,I-welded beams,1945,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,2873
S,Good,1891,02316001320858,ALLEGHENY,Moon Township,S. END OF AIRPORT EXPWY,BUSINESS 376 EB,SR 376,STATE HIGHWAY AGENCY,387,16834.5,2,Steel,I-welded beams,1991,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,19534
S,Good,1896,02307300100000,ALLEGHENY,Moon Township,1/4 MI E OF AIRSIDE BUS P,CORAOPOLIS HTS RD,SR 3160 - BUSINESS 376,STATE HIGHWAY AGENCY,158,11139,1,Steel,I-welded beams,1991,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,9497
S,Good,1915,02400301502163,ALLEGHENY,McCandless Township,1/2 MI. N.W. OF SR 4070,MCKNIGHT RD,PINE CREEK,STATE HIGHWAY AGENCY,64,4480,1,Steel,I beams,1953,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,20372
S,Good,1916,02400301610599,ALLEGHENY,McCandless Township,200' NORTH OF SR 4086,MCKNIGHT RD,PERRY HIGHWAY-US 19,STATE HIGHWAY AGENCY,109,4796,1,Steel,I-riveted beams,1953,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,9788
S,Good,1922,02400900400000,ALLEGHENY,Millvale Borough,200' SOUTH OF SR 4004,EVERGREEN RD,GIRTYS RUN,STATE HIGHWAY AGENCY,31,1565.5,1,Concrete (cast in place),Slab (solid),1982,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,11257
S,Good,1926,02400900700786,ALLEGHENY,Shaler Township,1/2 MI.N.W.OF SR 4002,BABCOCK BL,GIRTYS RUN,STATE HIGHWAY AGENCY,75,2805,1,Steel,I beams,1930,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,12681
S,Good,1927,02400900701766,ALLEGHENY,Shaler Township,NEAR SHALER-ROSS TWP LINE,BABCOCK BLVD,GIRTYS RUN,STATE HIGHWAY AGENCY,43,1608.2,1,Steel,I beams,1929,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,12681
S,Good,1933,02401100102516,ALLEGHENY,Ross Township,@ INTER.W/THOMPSON RUN RD,BABCOCK BLVD.,THOMPSON RUN,STATE HIGHWAY AGENCY,10,500,1,Concrete (cast in place),Box culvert,1989,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,16091
S,Good,1940,02401102302848,ALLEGHENY,Franklin Park Borough,@ INTER WITH SR 4042,ROCHESTER RD,EAST RIPPLING RUN,STATE HIGHWAY AGENCY,12,348,1,Concrete (precast),Box culvert,1986,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,1453
S,Good,1945,02401600102343,ALLEGHENY,Ross Township,SIEBERT RD AT MCKNIGHT RD,SIEBERT RD,MCKNIGHT RUN,STATE HIGHWAY AGENCY,12,672,1,Concrete (cast in place),Arch culvert,1934,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,11975
S,Good,1954,02401900101001,ALLEGHENY,Etna Borough,150' S.E. OF SR 4017,CRESCENT STREET,PINE CREEK,STATE HIGHWAY AGENCY,69,2704.8,1,Prestressed precast concrete (P/S),Box beam - adj,1979,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,6515
S,Good,1959,02402100500492,ALLEGHENY,Ohio Township,100' SW LOWR.RUN/MT.NEBO,BEN AVON LOWRIE RD,BEAR RUN,STATE HIGHWAY AGENCY,38,3192,2,Concrete (cast in place),Frame culvert,1988,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,23000
S,Good,1979,02403601100065,ALLEGHENY,Economy Borough,@ INTERSECTION W/SR 2003,BIG SEWICKLEY CR R,BIG SEWICKLEY CREEK,STATE HIGHWAY AGENCY,91,4140.5,1,Steel,I beams,1966,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,4820
S,Good,1988,02404300802334,ALLEGHENY,Franklin Park Borough,@ INTERSECTION W/SR 4040,BIG SEWICKLEY C RD,BR.BIG SEWICKLEY CREEK,STATE HIGHWAY AGENCY,23,745.2,1,Concrete (cast in place),Slab (solid),1926,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,6950
S,Good,1997,02405201200860,ALLEGHENY,Pine Township,150'E.OF INTER.W/SR 4016,BAKERSTOWN RD,BRUSH CREEK,STATE HIGHWAY AGENCY,25,1000,1,Concrete (cast in place),Box culvert,1940,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,11258
S,Good,1998,02405201301067,ALLEGHENY,Pine Township,.4 MI. EAST OF SR 4016,BAKERSTOWN RD,BRANCH OF BRUSH CREEK,STATE HIGHWAY AGENCY,10,330,1,Concrete (cast in place),Box culvert,1940,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,11258
S,Good,2008,02406300302634,ALLEGHENY,Pine Township,100'S.OF LOGAN RD.,PEARCE MILL RD,NORTH FORK PINE CREEK,STATE HIGHWAY AGENCY,8,272,1,Concrete (cast in place),Box culvert,1978,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,4698
S,Good,2024,02408600303062,ALLEGHENY,McCandless Township,100FT W OF US 19,PINE CREEK ROAD,PINE CREEK,STATE HIGHWAY AGENCY,36,1306.8,1,Concrete (precast),Box beam - adj,1921,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,6799
S,Good,2032,02627900700330,ALLEGHENY,Pittsburgh City,McKnight Interchange,HOV,RAMPJ,STATE HIGHWAY AGENCY,800,25760,7,Steel,I-welded beams,1986,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,639
S,Good,2753,02800807500000,ALLEGHENY,Pittsburgh City,SQUIRREL HILL INTERCHANGE,RAMP E 8008 EB,BEECHWOOD BLVD,STATE HIGHWAY AGENCY,101,4393.5,1,Steel,I beams,1952,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,13133
S,Good,2756,02800900100693,ALLEGHENY,Robinson Township,79/376 INTERCHANGE,RAMP A TO 376 EB,CAMPBELL RUN ROAD,STATE HIGHWAY AGENCY,265,11130,3,Prestressed precast concrete (P/S),I beams,1973,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,13036
S,Good,2770,02801202800516,ALLEGHENY,Braddock Hills Borough,FROM SR 8 SB TO I-376 EB,RAMP D RD,SR 0376 EB WB,STATE HIGHWAY AGENCY,116,3886,1,Steel,Girder riv/deck,1952,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,5831
S,Good,2772,02801202802164,ALLEGHENY,Wilkinsburg Borough,WILKINSBURG INTERCHANGE,RAMP D,RAMP A,STATE HIGHWAY AGENCY,53,1775.5,1,Concrete (cast in place),Rigid frame,1952,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,5831
S,Good,2773,02801207500550,ALLEGHENY,Wilkinsburg Borough,WILKINSBURG INTERCHANGE,RAMP A,RAMP F,STATE HIGHWAY AGENCY,58,2604.2,1,Concrete (cast in place),Rigid frame,1952,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,8923
S,Good,2783,02801702600403,ALLEGHENY,Glenfield Borough,RAMP TO SR 65 NB,RAMP 8017 SB,RAMP T TO SR 65 NB,STATE HIGHWAY AGENCY,148,4292,1,Steel,I-welded beams,1976,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2622
S,Good,2786,02801707721426,ALLEGHENY,Glenfield Borough,RAMP B2 OVER RAMP A2,RAMP B2 (SR 8017),RAMP A2,STATE HIGHWAY AGENCY,34,1360,1,Concrete (cast in place),Rigid frame,1976,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2115
S,Good,2792,02801905001002,ALLEGHENY,Aleppo Township,50'EAST OF SR 4005,RAMP C,KILBUCK RUN,STATE HIGHWAY AGENCY,22,726,1,Concrete (cast in place),Box culvert,1969,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,3327
S,Good,2793,02801907500066,ALLEGHENY,Aleppo Township,@ INTERSECTION W/SR 4005,RAMP D,KILBUCK RUN,STATE HIGHWAY AGENCY,22,968,1,Concrete (cast in place),Box culvert,1969,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,3715
S,Good,2796,02802700101172,ALLEGHENY,Marshall Township,RAMP W OVER I79 S.B.,RAMP W,over  S.B. (I-79),STATE HIGHWAY AGENCY,247,10868,3,Steel,I-welded beams,1975,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,4534
S,Good,2799,02316300110000,ALLEGHENY,Rosslyn Farms Borough,ROSSLYN FARMS EXIT,Rosslyn Road,SR 0376 EB WB,STATE HIGHWAY AGENCY,184,6495.2,3,Steel,Girder riv/thru,1951,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,4220
S,Good,2819,02804102600072,ALLEGHENY,Pittsburgh City,Fort Duquesne Bridge,RAMP J,RAMP C,STATE HIGHWAY AGENCY,55,1342,1,Steel,I beams,1968,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,3275
S,Good,2827,02804107600244,ALLEGHENY,Pittsburgh City,Fort Pitt Bridge,RAMP C,RAMP F,STATE HIGHWAY AGENCY,36,1026,1,Concrete (cast in place),Rigid frame,1967,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2846
S,Good,2828,02804107700043,ALLEGHENY,Pittsburgh City,Fort Pitt Bridge,RAMP E,RAMP F,STATE HIGHWAY AGENCY,30,855,1,Concrete (cast in place),Rigid frame,1967,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,1248
S,Good,2829,02804202500520,ALLEGHENY,Etna Borough,N.B.OFF RP.@ SHARPSBURG,RAMP T,PINE CREEK,STATE HIGHWAY AGENCY,138,3215.4,1,Steel,I-riveted beams,1957,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,4758
S,Good,2830,02804202600409,ALLEGHENY,Etna Borough,ETNA-28 N.B. RAMP TO RT 8,RAMP 28 NB TO 8 NB,"RAMP, BRIDGE ST.,CSX R/R",STATE HIGHWAY AGENCY,524,11161.2,7,Steel,I beams,1963,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,8319
S,Good,2831,02804205100056,ALLEGHENY,Etna Borough,TR8-S.B.RAMP TO 28,RAMP B,"RAMP U,BRIDGE ST,PINE CR",STATE HIGHWAY AGENCY,565,13842.5,7,Steel,I-welded beams,1963,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,7534
S,Good,2836,02314400200024,ALLEGHENY,North Fayette Township,ROBINSON TWN CTR EXIT,ROBINSON TOWN C BL,SR 0376 EB WB,STATE HIGHWAY AGENCY,176,13288,1,Steel,I-welded beams,1996,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,24578
S,Good,2858,02805502501251,ALLEGHENY,Pittsburgh City,West End Bridge,RAMP B,FONTELLA ST.,STATE HIGHWAY AGENCY,313,7199,3,Prestressed precast concrete (P/S),I beams,1991,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2467
S,Good,2862,02805505100000,ALLEGHENY,Pittsburgh City,West End Bridge,RAMP F SB,REEDSDALE ST.,STATE HIGHWAY AGENCY,456,9576,4,Steel,I-welded beams,1991,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,3924
S,Good,2872,02805905220000,ALLEGHENY,Pittsburgh City,Homestead Interchange,RAMP A,"RAMP C,D-RP. NB TO CARSO",STATE HIGHWAY AGENCY,323,10917.4,5,Steel,I beams,1966,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,5114
S,Good,2874,02805902900000,ALLEGHENY,Pittsburgh City,Homestead Interchange,RAMP B,"RPS.C&D,NB CARSON RAMP",STATE HIGHWAY AGENCY,175,3990,3,Steel,I beams,1966,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,591
S,Good,2880,02806907500400,ALLEGHENY,McCandless Township,"RP.C,125' N. OF SR 4070",RAMP C,BRANCH PINE CREEK,STATE HIGHWAY AGENCY,17,493,1,Concrete (cast in place),Arch culvert,1952,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,1086
S,Good,2886,02807800100702,ALLEGHENY,Pittsburgh City,Veterans Bridge,RAMP B,"N-SRR, PAT LRT,PAT EBSWY",STATE HIGHWAY AGENCY,410,9635,3,Steel,I-welded beams,1986,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,7891
S,Good,2903,02809102500940,ALLEGHENY,Pittsburgh City,0.4 MI. S.E. OF SR 0121,PRKWY CENTER RAMP,SR 0376 EB WB,STATE HIGHWAY AGENCY,221,7182.5,1,Steel,I-welded beams,1986,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,1685
S,Good,2906,02809402520041,ALLEGHENY,Pittsburgh City,Fort Pitt Bridge,RAMP BU,MON WHARF,STATE HIGHWAY AGENCY,325,7800,6,Steel,I beams,1953,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2083
S,Good,2907,02809500100010,ALLEGHENY,Pittsburgh City,Smithfield St Bridge,SR 8095 (RAMP B),SR 8041 (RAMP B),STATE HIGHWAY AGENCY,302,10781.4,5,Steel,I-welded beams,1956,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,4896
S,Good,2916,02810200300445,ALLEGHENY,Pittsburgh City,RAMP I-OVER EVERGREEN RD,RAMP I,MCKNIGHT INTERCHANGE,STATE HIGHWAY AGENCY,247,9015.5,3,Steel,I-welded beams,1986,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,13485
